ReportGroup,GamingDate,Total HeadCount
BW Property Total,2024-01-01 00:00:00.000,6217
BW Property Total,2024-01-02 00:00:00.000,5684
BW Property Total,2024-01-03 00:00:00.000,5918
BW Property Total,2024-01-04 00:00:00.000,5754
BW Property Total,2024-01-05 00:00:00.000,6843
BW Property Total,2024-01-06 00:00:00.000,5897
BW Property Total,2024-01-07 00:00:00.000,5199
BW Property Total,2024-01-08 00:00:00.000,6258
BW Property Total,2024-01-09 00:00:00.000,6236
BW Property Total,2024-01-10 00:00:00.000,6647
BW Property Total,2024-01-11 00:00:00.000,6642
BW Property Total,2024-01-12 00:00:00.000,7026
BW Property Total,2024-01-13 00:00:00.000,11164
BW Property Total,2024-01-14 00:00:00.000,5881
BW Property Total,2024-01-15 00:00:00.000,6187
BW Property Total,2024-01-16 00:00:00.000,6520
BW Property Total,2024-01-17 00:00:00.000,6337
BW Property Total,2024-01-18 00:00:00.000,6505
BW Property Total,2024-01-19 00:00:00.000,7375
BW Property Total,2024-01-20 00:00:00.000,9095
BW Property Total,2024-01-21 00:00:00.000,6095
BW Property Total,2024-01-22 00:00:00.000,6111
BW Property Total,2024-01-23 00:00:00.000,6791
BW Property Total,2024-01-24 00:00:00.000,6606
BW Property Total,2024-01-25 00:00:00.000,7348
BW Property Total,2024-01-26 00:00:00.000,11552
BW Property Total,2024-01-27 00:00:00.000,14164
BW Property Total,2024-01-28 00:00:00.000,10311
BW Property Total,2024-01-29 00:00:00.000,11010
BW Property Total,2024-01-30 00:00:00.000,7167
BW Property Total,2024-01-31 00:00:00.000,12127
BW Property Total,2024-02-01 00:00:00.000,7698
BW Property Total,2024-02-02 00:00:00.000,9311
BW Property Total,2024-02-03 00:00:00.000,12435
BW Property Total,2024-02-04 00:00:00.000,13556
BW Property Total,2024-02-05 00:00:00.000,7995
BW Property Total,2024-02-06 00:00:00.000,8629
BW Property Total,2024-02-07 00:00:00.000,7647
BW Property Total,2024-02-08 00:00:00.000,7899
BW Property Total,2024-02-09 00:00:00.000,7996
BW Property Total,2024-02-10 00:00:00.000,9096
BW Property Total,2024-02-11 00:00:00.000,9435
BW Property Total,2024-02-12 00:00:00.000,10218
BW Property Total,2024-02-13 00:00:00.000,11163
BW Property Total,2024-02-14 00:00:00.000,9441
BW Property Total,2024-02-15 00:00:00.000,9512
BW Property Total,2024-02-16 00:00:00.000,9433
BW Property Total,2024-02-17 00:00:00.000,11049
BW Property Total,2024-02-18 00:00:00.000,7519
BW Property Total,2024-02-19 00:00:00.000,7520
BW Property Total,2024-02-20 00:00:00.000,7628
BW Property Total,2024-02-21 00:00:00.000,7406
BW Property Total,2024-02-22 00:00:00.000,8478
BW Property Total,2024-02-23 00:00:00.000,7778
BW Property Total,2024-02-24 00:00:00.000,7143
BW Property Total,2024-02-25 00:00:00.000,6269
BW Property Total,2024-02-26 00:00:00.000,6691
BW Property Total,2024-02-27 00:00:00.000,6620
BW Property Total,2024-02-28 00:00:00.000,6835
BW Property Total,2024-02-29 00:00:00.000,6901
BW Property Total,2024-03-01 00:00:00.000,7657
BW Property Total,2024-03-02 00:00:00.000,6608
BW Property Total,2024-03-03 00:00:00.000,8570
BW Property Total,2024-03-04 00:00:00.000,6963
BW Property Total,2024-03-05 00:00:00.000,7505
BW Property Total,2024-03-06 00:00:00.000,7017
BW Property Total,2024-03-07 00:00:00.000,6738
BW Property Total,2024-03-08 00:00:00.000,7625
BW Property Total,2024-03-09 00:00:00.000,7360
BW Property Total,2024-03-10 00:00:00.000,7492
BW Property Total,2024-03-11 00:00:00.000,6772
BW Property Total,2024-03-12 00:00:00.000,7574
BW Property Total,2024-03-13 00:00:00.000,7578
BW Property Total,2024-03-14 00:00:00.000,8240
BW Property Total,2024-03-15 00:00:00.000,9344
BW Property Total,2024-03-16 00:00:00.000,8836
BW Property Total,2024-03-17 00:00:00.000,8283
BW Property Total,2024-03-18 00:00:00.000,7277
BW Property Total,2024-03-19 00:00:00.000,7509
BW Property Total,2024-03-20 00:00:00.000,7791
BW Property Total,2024-03-21 00:00:00.000,7957
BW Property Total,2024-03-22 00:00:00.000,8317
BW Property Total,2024-03-23 00:00:00.000,8492
BW Property Total,2024-03-24 00:00:00.000,8034
BW Property Total,2024-03-25 00:00:00.000,7734
BW Property Total,2024-03-26 00:00:00.000,8315
BW Property Total,2024-03-27 00:00:00.000,7878
BW Property Total,2024-03-28 00:00:00.000,8764
BW Property Total,2024-03-29 00:00:00.000,7871
BW Property Total,2024-03-30 00:00:00.000,12370
BW Property Total,2024-03-31 00:00:00.000,7871
BW Property Total,2024-04-01 00:00:00.000,9131
BW Property Total,2024-04-02 00:00:00.000,8435
BW Property Total,2024-04-03 00:00:00.000,8774
BW Property Total,2024-04-04 00:00:00.000,8775
BW Property Total,2024-04-05 00:00:00.000,9366
BW Property Total,2024-04-06 00:00:00.000,11012
BW Property Total,2024-04-07 00:00:00.000,9750
BW Property Total,2024-04-08 00:00:00.000,8363
BW Property Total,2024-04-09 00:00:00.000,8534
BW Property Total,2024-04-10 00:00:00.000,8438
BW Property Total,2024-04-11 00:00:00.000,8734
BW Property Total,2024-04-12 00:00:00.000,9850
BW Property Total,2024-04-13 00:00:00.000,9972
BW Property Total,2024-04-14 00:00:00.000,14549
BW Property Total,2024-04-15 00:00:00.000,8651
BW Property Total,2024-04-16 00:00:00.000,8693
BW Property Total,2024-04-17 00:00:00.000,8918
BW Property Total,2024-04-18 00:00:00.000,8971
BW Property Total,2024-04-19 00:00:00.000,9220
BW Property Total,2024-04-20 00:00:00.000,10452
BW Property Total,2024-04-21 00:00:00.000,12567
BW Property Total,2024-04-22 00:00:00.000,8326
BW Property Total,2024-04-23 00:00:00.000,8476
BW Property Total,2024-04-24 00:00:00.000,8763
BW Property Total,2024-04-25 00:00:00.000,8652
BW Property Total,2024-04-26 00:00:00.000,9349
BW Property Total,2024-04-27 00:00:00.000,10649
BW Property Total,2024-04-28 00:00:00.000,9631
BW Property Total,2024-04-29 00:00:00.000,9129
BW Property Total,2024-04-30 00:00:00.000,9754
BW Property Total,2024-05-01 00:00:00.000,11146
BW Property Total,2024-05-02 00:00:00.000,10390
BW Property Total,2024-05-03 00:00:00.000,10544
BW Property Total,2024-05-04 00:00:00.000,10848
BW Property Total,2024-05-05 00:00:00.000,9643
BW Property Total,2024-05-06 00:00:00.000,7917
BW Property Total,2024-05-07 00:00:00.000,8196
BW Property Total,2024-05-08 00:00:00.000,8027
BW Property Total,2024-05-09 00:00:00.000,8613
BW Property Total,2024-05-10 00:00:00.000,8988
BW Property Total,2024-05-11 00:00:00.000,9426
BW Property Total,2024-05-12 00:00:00.000,11134
BW Property Total,2024-05-13 00:00:00.000,8841
BW Property Total,2024-05-14 00:00:00.000,8963
BW Property Total,2024-05-15 00:00:00.000,9063
BW Property Total,2024-05-16 00:00:00.000,8728
BW Property Total,2024-05-17 00:00:00.000,10634
BW Property Total,2024-05-18 00:00:00.000,13769
BW Property Total,2024-05-19 00:00:00.000,9123
BW Property Total,2024-05-20 00:00:00.000,8420
BW Property Total,2024-05-21 00:00:00.000,8680
BW Property Total,2024-05-22 00:00:00.000,9068
BW Property Total,2024-05-23 00:00:00.000,9386
BW Property Total,2024-05-24 00:00:00.000,8961
BW Property Total,2024-05-25 00:00:00.000,10722
BW Property Total,2024-05-26 00:00:00.000,7491
BW Property Total,2024-05-27 00:00:00.000,8043
BW Property Total,2024-05-28 00:00:00.000,8583
BW Property Total,2024-05-29 00:00:00.000,8453
BW Property Total,2024-05-30 00:00:00.000,8688
BW Property Total,2024-05-31 00:00:00.000,8821
BW Property Total,2024-06-01 00:00:00.000,8857
BW Property Total,2024-06-02 00:00:00.000,8346
BW Property Total,2024-06-03 00:00:00.000,8112
BW Property Total,2024-06-04 00:00:00.000,7885
BW Property Total,2024-06-05 00:00:00.000,8303
BW Property Total,2024-06-06 00:00:00.000,8659
BW Property Total,2024-06-07 00:00:00.000,10006
BW Property Total,2024-06-08 00:00:00.000,9137
BW Property Total,2024-06-09 00:00:00.000,8521
BW Property Total,2024-06-10 00:00:00.000,7675
BW Property Total,2024-06-11 00:00:00.000,8434
BW Property Total,2024-06-12 00:00:00.000,8844
BW Property Total,2024-06-13 00:00:00.000,9204
BW Property Total,2024-06-14 00:00:00.000,8851
BW Property Total,2024-06-15 00:00:00.000,9763
BW Property Total,2024-06-16 00:00:00.000,8351
BW Property Total,2024-06-17 00:00:00.000,8864
BW Property Total,2024-06-18 00:00:00.000,8774
BW Property Total,2024-06-19 00:00:00.000,8910
BW Property Total,2024-06-20 00:00:00.000,8814
BW Property Total,2024-06-21 00:00:00.000,9390
BW Property Total,2024-06-22 00:00:00.000,11568
BW Property Total,2024-06-23 00:00:00.000,10298
BW Property Total,2024-06-24 00:00:00.000,8749
BW Property Total,2024-06-25 00:00:00.000,9127
BW Property Total,2024-06-26 00:00:00.000,9097
BW Property Total,2024-06-27 00:00:00.000,9406
BW Property Total,2024-06-28 00:00:00.000,9728
BW Property Total,2024-06-29 00:00:00.000,13954
BW Property Total,2024-06-30 00:00:00.000,9462
BW Property Total,2024-07-01 00:00:00.000,9766
BW Property Total,2024-07-02 00:00:00.000,8506
BW Property Total,2024-07-03 00:00:00.000,11216
BW Property Total,2024-07-04 00:00:00.000,9117
BW Property Total,2024-07-05 00:00:00.000,10668
BW Property Total,2024-07-06 00:00:00.000,12041
BW Property Total,2024-07-07 00:00:00.000,8200
BW Property Total,2024-07-08 00:00:00.000,9160
BW Property Total,2024-07-09 00:00:00.000,9147
BW Property Total,2024-07-10 00:00:00.000,9375
BW Property Total,2024-07-11 00:00:00.000,9165
BW Property Total,2024-07-12 00:00:00.000,9328
BW Property Total,2024-07-13 00:00:00.000,12488
BW Property Total,2024-07-14 00:00:00.000,9190
BW Property Total,2024-07-15 00:00:00.000,10759
BW Property Total,2024-07-16 00:00:00.000,9217
BW Property Total,2024-07-17 00:00:00.000,9500
BW Property Total,2024-07-18 00:00:00.000,9456
BW Property Total,2024-07-19 00:00:00.000,11161
BW Property Total,2024-07-20 00:00:00.000,10062
BW Property Total,2024-07-21 00:00:00.000,9503
BW Property Total,2024-07-22 00:00:00.000,9583
BW Property Total,2024-07-23 00:00:00.000,8918
BW Property Total,2024-07-24 00:00:00.000,9156
BW Property Total,2024-07-25 00:00:00.000,8845
BW Property Total,2024-07-26 00:00:00.000,8725
BW Property Total,2024-07-27 00:00:00.000,8779
BW Property Total,2024-07-28 00:00:00.000,11449
BW Property Total,2024-07-29 00:00:00.000,8778
BW Property Total,2024-07-30 00:00:00.000,8944
BW Property Total,2024-07-31 00:00:00.000,9185
BW Property Total,2024-08-01 00:00:00.000,9331
BW Property Total,2024-08-02 00:00:00.000,9621
BW Property Total,2024-08-03 00:00:00.000,11492
BW Property Total,2024-08-04 00:00:00.000,7944
BW Property Total,2024-08-05 00:00:00.000,8818
BW Property Total,2024-08-06 00:00:00.000,9640
BW Property Total,2024-08-07 00:00:00.000,8922
BW Property Total,2024-08-08 00:00:00.000,9119
BW Property Total,2024-08-09 00:00:00.000,9327
BW Property Total,2024-08-10 00:00:00.000,9062
BW Property Total,2024-08-11 00:00:00.000,9125
BW Property Total,2024-08-12 00:00:00.000,9729
BW Property Total,2024-08-13 00:00:00.000,9631
BW Property Total,2024-08-14 00:00:00.000,9356
BW Property Total,2024-08-15 00:00:00.000,9573
BW Property Total,2024-08-16 00:00:00.000,9658
BW Property Total,2024-08-17 00:00:00.000,15496
BW Property Total,2024-08-18 00:00:00.000,8854
BW Property Total,2024-08-19 00:00:00.000,8758
BW Property Total,2024-08-20 00:00:00.000,8911
BW Property Total,2024-08-21 00:00:00.000,8739
BW Property Total,2024-08-22 00:00:00.000,8920
BW Property Total,2024-08-23 00:00:00.000,9924
BW Property Total,2024-08-24 00:00:00.000,9425
BW Property Total,2024-08-25 00:00:00.000,12465
BW Property Total,2024-08-26 00:00:00.000,9225
BW Property Total,2024-08-27 00:00:00.000,9345
BW Property Total,2024-08-28 00:00:00.000,9195
BW Property Total,2024-08-29 00:00:00.000,9372
BW Property Total,2024-08-30 00:00:00.000,14978
BW Property Total,2024-08-31 00:00:00.000,13821
BW Property Total,2024-09-01 00:00:00.000,7636
BW Property Total,2024-09-02 00:00:00.000,8352
BW Property Total,2024-09-03 00:00:00.000,9372
BW Property Total,2024-09-04 00:00:00.000,12926
BW Property Total,2024-09-05 00:00:00.000,11927
BW Property Total,2024-09-06 00:00:00.000,6238
BW Property Total,2024-09-07 00:00:00.000,9953
BW Property Total,2024-09-08 00:00:00.000,8541
BW Property Total,2024-09-09 00:00:00.000,8086
BW Property Total,2024-09-10 00:00:00.000,9722
BW Property Total,2024-09-11 00:00:00.000,8033
BW Property Total,2024-09-12 00:00:00.000,8337
BW Property Total,2024-09-13 00:00:00.000,8979
BW Property Total,2024-09-14 00:00:00.000,8490
BW Property Total,2024-09-15 00:00:00.000,9521
BW Property Total,2024-09-16 00:00:00.000,8818
BW Property Total,2024-09-17 00:00:00.000,9076
BW Property Total,2024-09-18 00:00:00.000,6975
BW Property Total,2024-09-19 00:00:00.000,7775
BW Property Total,2024-09-20 00:00:00.000,8912
BW Property Total,2024-09-21 00:00:00.000,15855
BW Property Total,2024-09-22 00:00:00.000,7571
BW Property Total,2024-09-23 00:00:00.000,9650
BW Property Total,2024-09-24 00:00:00.000,9033
BW Property Total,2024-09-25 00:00:00.000,10459
BW Property Total,2024-09-26 00:00:00.000,8419
BW Property Total,2024-09-27 00:00:00.000,9194
BW Property Total,2024-09-28 00:00:00.000,9610
BW Property Total,2024-09-29 00:00:00.000,9958
BW Property Total,2024-09-30 00:00:00.000,9561
BW Property Total,2024-10-01 00:00:00.000,7868
BW Property Total,2024-10-02 00:00:00.000,9295
BW Property Total,2024-10-03 00:00:00.000,9760
BW Property Total,2024-10-04 00:00:00.000,9850
BW Property Total,2024-10-05 00:00:00.000,7816
BW Property Total,2024-10-06 00:00:00.000,11113
BW Property Total,2024-10-07 00:00:00.000,11062
BW Property Total,2024-10-08 00:00:00.000,8234
BW Property Total,2024-10-09 00:00:00.000,8304
BW Property Total,2024-10-10 00:00:00.000,8757
BW Property Total,2024-10-11 00:00:00.000,8178
BW Property Total,2024-10-12 00:00:00.000,11862
BW Property Total,2024-10-13 00:00:00.000,12117
BW Property Total,2024-10-14 00:00:00.000,8117
BW Property Total,2024-10-15 00:00:00.000,8804
BW Property Total,2024-10-16 00:00:00.000,7990
BW Property Total,2024-10-17 00:00:00.000,8395
BW Property Total,2024-10-18 00:00:00.000,8519
BW Property Total,2024-10-19 00:00:00.000,9980
BW Property Total,2024-10-20 00:00:00.000,8811
BW Property Total,2024-10-21 00:00:00.000,9913
BW Property Total,2024-10-22 00:00:00.000,8177
BW Property Total,2024-10-23 00:00:00.000,8068
BW Property Total,2024-10-24 00:00:00.000,8248
BW Property Total,2024-10-25 00:00:00.000,9709
BW Property Total,2024-10-26 00:00:00.000,9779
BW Property Total,2024-10-27 00:00:00.000,10545
BW Property Total,2024-10-28 00:00:00.000,8630
BW Property Total,2024-10-29 00:00:00.000,8361
BW Property Total,2024-10-30 00:00:00.000,8125
BW Property Total,2024-10-31 00:00:00.000,8551
BW Property Total,2024-11-01 00:00:00.000,8735
BW Property Total,2024-11-02 00:00:00.000,15475
BW Property Total,2024-11-03 00:00:00.000,14827
BW Property Total,2024-11-04 00:00:00.000,9008
BW Property Total,2024-11-05 00:00:00.000,7918
BW Property Total,2024-11-06 00:00:00.000,8532
BW Property Total,2024-11-07 00:00:00.000,9966
BW Property Total,2024-11-08 00:00:00.000,10189
BW Property Total,2024-11-09 00:00:00.000,10921
BW Property Total,2024-11-10 00:00:00.000,10734
BW Property Total,2024-11-11 00:00:00.000,8584
BW Property Total,2024-11-12 00:00:00.000,8153
BW Property Total,2024-11-13 00:00:00.000,8394
BW Property Total,2024-11-14 00:00:00.000,8743
BW Property Total,2024-11-15 00:00:00.000,9528
BW Property Total,2024-11-16 00:00:00.000,11363
BW Property Total,2024-11-17 00:00:00.000,8035
BW Property Total,2024-11-18 00:00:00.000,8262
BW Property Total,2024-11-19 00:00:00.000,8056
BW Property Total,2024-11-20 00:00:00.000,8395
BW Property Total,2024-11-21 00:00:00.000,8266
BW Property Total,2024-11-22 00:00:00.000,9190
BW Property Total,2024-11-23 00:00:00.000,9577
BW Property Total,2024-11-24 00:00:00.000,8822
BW Property Total,2024-11-25 00:00:00.000,8164
BW Property Total,2024-11-26 00:00:00.000,8155
BW Property Total,2024-11-27 00:00:00.000,10686
BW Property Total,2024-11-28 00:00:00.000,10894
BW Property Total,2024-11-29 00:00:00.000,14809
BW Property Total,2024-11-30 00:00:00.000,21008
BW Property Total,2024-12-01 00:00:00.000,10299
BW Property Total,2024-12-02 00:00:00.000,7586
BW Property Total,2024-12-03 00:00:00.000,7956
BW Property Total,2024-12-04 00:00:00.000,9256
BW Property Total,2024-12-05 00:00:00.000,7459
BW Property Total,2024-12-06 00:00:00.000,12436
BW Property Total,2024-12-07 00:00:00.000,11369
BW Property Total,2024-12-08 00:00:00.000,10431
BW Property Total,2024-12-09 00:00:00.000,6836
BW Property Total,2024-12-10 00:00:00.000,6863
BW Property Total,2024-12-11 00:00:00.000,7092
BW Property Total,2024-12-12 00:00:00.000,7460
BW Property Total,2024-12-13 00:00:00.000,8069
BW Property Total,2024-12-14 00:00:00.000,12472
BW Property Total,2024-12-15 00:00:00.000,11908
BW Property Total,2024-12-16 00:00:00.000,7345
BW Property Total,2024-12-17 00:00:00.000,7877
BW Property Total,2024-12-18 00:00:00.000,9733
BW Property Total,2024-12-19 00:00:00.000,7199
BW Property Total,2024-12-20 00:00:00.000,5738
BW Property Total,2024-12-21 00:00:00.000,9484
BW Property Total,2024-12-22 00:00:00.000,10382
BW Property Total,2024-12-23 00:00:00.000,7205
BW Property Total,2024-12-24 00:00:00.000,6472
BW Property Total,2024-12-25 00:00:00.000,7004
BW Property Total,2024-12-26 00:00:00.000,7136
BW Property Total,2024-12-27 00:00:00.000,9132
BW Property Total,2024-12-28 00:00:00.000,6420
BW Property Total,2024-12-29 00:00:00.000,8172
BW Property Total,2024-12-30 00:00:00.000,6898
BW Property Total,2024-12-31 00:00:00.000,8371
BW Property Total,2025-01-01 00:00:00.000,6332
BW Property Total,2025-01-02 00:00:00.000,7135
BW Property Total,2025-01-03 00:00:00.000,7626
BW Property Total,2025-01-04 00:00:00.000,6516
BW Property Total,2025-01-05 00:00:00.000,6045
BW Property Total,2025-01-06 00:00:00.000,6858
BW Property Total,2025-01-07 00:00:00.000,7248
BW Property Total,2025-01-08 00:00:00.000,6939
BW Property Total,2025-01-09 00:00:00.000,7477
BW Property Total,2025-01-10 00:00:00.000,7438
BW Property Total,2025-01-11 00:00:00.000,9501
BW Property Total,2025-01-12 00:00:00.000,5714
BW Property Total,2025-01-13 00:00:00.000,7189
BW Property Total,2025-01-14 00:00:00.000,7791
BW Property Total,2025-01-15 00:00:00.000,7624
BW Property Total,2025-01-16 00:00:00.000,7654
BW Property Total,2025-01-17 00:00:00.000,8656
BW Property Total,2025-01-18 00:00:00.000,15816
BW Property Total,2025-01-19 00:00:00.000,11452
BW Property Total,2025-01-20 00:00:00.000,7571
BW Property Total,2025-01-21 00:00:00.000,10032
BW Property Total,2025-01-22 00:00:00.000,8970
BW Property Total,2025-01-23 00:00:00.000,8071
BW Property Total,2025-01-24 00:00:00.000,8012
BW Property Total,2025-01-25 00:00:00.000,6658
BW Property Total,2025-01-26 00:00:00.000,6008
BW Property Total,2025-01-27 00:00:00.000,7674
BW Property Total,2025-01-28 00:00:00.000,7141
BW Property Total,2025-01-29 00:00:00.000,7559
BW Property Total,2025-01-30 00:00:00.000,7885
BW Property Total,2025-01-31 00:00:00.000,8820
BW Property Total,2025-02-01 00:00:00.000,8143
BW Property Total,2025-02-02 00:00:00.000,7071
BW Property Total,2025-02-03 00:00:00.000,7528
BW Property Total,2025-02-04 00:00:00.000,7500
BW Property Total,2025-02-05 00:00:00.000,8078
BW Property Total,2025-02-06 00:00:00.000,8486
BW Property Total,2025-02-07 00:00:00.000,8579
BW Property Total,2025-02-08 00:00:00.000,10752
BW Property Total,2025-02-09 00:00:00.000,8476
BW Property Total,2025-02-10 00:00:00.000,7392
BW Property Total,2025-02-11 00:00:00.000,7187
BW Property Total,2025-02-12 00:00:00.000,6946
BW Property Total,2025-02-13 00:00:00.000,7332
BW Property Total,2025-02-14 00:00:00.000,8170
BW Property Total,2025-02-15 00:00:00.000,7292
BW Property Total,2025-02-16 00:00:00.000,7087
BW Property Total,2025-02-17 00:00:00.000,7040
BW Property Total,2025-02-18 00:00:00.000,7543
BW Property Total,2025-02-19 00:00:00.000,7420
BW Property Total,2025-02-20 00:00:00.000,7466
BW Property Total,2025-02-21 00:00:00.000,7953
BW Property Total,2025-02-22 00:00:00.000,6995
BW Property Total,2025-02-23 00:00:00.000,6252
BW Property Total,2025-02-24 00:00:00.000,7062
BW Property Total,2025-02-25 00:00:00.000,6678
BW Property Total,2025-02-26 00:00:00.000,7488
BW Property Total,2025-02-27 00:00:00.000,7305
BW Property Total,2025-02-28 00:00:00.000,7590
BW Property Total,2025-03-01 00:00:00.000,7925
BW Property Total,2025-03-02 00:00:00.000,8857
BW Property Total,2025-03-03 00:00:00.000,6873
BW Property Total,2025-03-04 00:00:00.000,7259
BW Property Total,2025-03-05 00:00:00.000,6898
BW Property Total,2025-03-06 00:00:00.000,7038
BW Property Total,2025-03-07 00:00:00.000,8608
BW Property Total,2025-03-08 00:00:00.000,9151
BW Property Total,2025-03-09 00:00:00.000,7015
BW Property Total,2025-03-10 00:00:00.000,7200
BW Property Total,2025-03-11 00:00:00.000,7140
BW Property Total,2025-03-12 00:00:00.000,10059
BW Property Total,2025-03-13 00:00:00.000,7616
BW Property Total,2025-03-14 00:00:00.000,7969
BW Property Total,2025-03-15 00:00:00.000,6659
BW Property Total,2025-03-16 00:00:00.000,6142
BW Property Total,2025-03-17 00:00:00.000,7049
BW Property Total,2025-03-18 00:00:00.000,7192
BW Property Total,2025-03-19 00:00:00.000,7258
BW Property Total,2025-03-20 00:00:00.000,7282
BW Property Total,2025-03-21 00:00:00.000,8106
BW Property Total,2025-03-22 00:00:00.000,11251
BW Property Total,2025-03-23 00:00:00.000,8595
BW Property Total,2025-03-24 00:00:00.000,6666
BW Property Total,2025-03-25 00:00:00.000,7570
BW Property Total,2025-03-26 00:00:00.000,7784
BW Property Total,2025-03-27 00:00:00.000,7777
BW Property Total,2025-03-28 00:00:00.000,7724
BW Property Total,2025-03-29 00:00:00.000,9270
BW Property Total,2025-03-30 00:00:00.000,8331
BW Property Total,2025-03-31 00:00:00.000,7223
BW Property Total,2025-04-01 00:00:00.000,6912
BW Property Total,2025-04-02 00:00:00.000,6995
BW Property Total,2025-04-03 00:00:00.000,8076
BW Property Total,2025-04-04 00:00:00.000,15312
BW Property Total,2025-04-05 00:00:00.000,15487
BW Property Total,2025-04-06 00:00:00.000,12865
BW Property Total,2025-04-07 00:00:00.000,6879
BW Property Total,2025-04-08 00:00:00.000,6993
BW Property Total,2025-04-09 00:00:00.000,6978
BW Property Total,2025-04-10 00:00:00.000,7532
BW Property Total,2025-04-11 00:00:00.000,8191
BW Property Total,2025-04-12 00:00:00.000,9607
BW Property Total,2025-04-13 00:00:00.000,12792
BW Property Total,2025-04-14 00:00:00.000,7259
BW Property Total,2025-04-15 00:00:00.000,7377
BW Property Total,2025-04-16 00:00:00.000,8256
BW Property Total,2025-04-17 00:00:00.000,8586
BW Property Total,2025-04-18 00:00:00.000,7470
BW Property Total,2025-04-19 00:00:00.000,11642
BW Property Total,2025-04-20 00:00:00.000,9218
BW Property Total,2025-04-21 00:00:00.000,7991
BW Property Total,2025-04-22 00:00:00.000,7654
BW Property Total,2025-04-23 00:00:00.000,7883
BW Property Total,2025-04-24 00:00:00.000,7611
BW Property Total,2025-04-25 00:00:00.000,8128
BW Property Total,2025-04-26 00:00:00.000,11151
BW Property Total,2025-04-27 00:00:00.000,14328
BW Property Total,2025-04-28 00:00:00.000,7956
BW Property Total,2025-04-29 00:00:00.000,7696
BW Property Total,2025-04-30 00:00:00.000,8060
BW Property Total,2025-05-01 00:00:00.000,8054
BW Property Total,2025-05-02 00:00:00.000,9057
BW Property Total,2025-05-03 00:00:00.000,7267
BW Property Total,2025-05-04 00:00:00.000,7455
BW Property Total,2025-05-05 00:00:00.000,5921
BW Property Total,2025-05-06 00:00:00.000,7007
BW Property Total,2025-05-07 00:00:00.000,6946
BW Property Total,2025-05-08 00:00:00.000,7486
BW Property Total,2025-05-09 00:00:00.000,11085
BW Property Total,2025-05-10 00:00:00.000,16836
BW Property Total,2025-05-11 00:00:00.000,11907
BW Property Total,2025-05-12 00:00:00.000,7181
BW Property Total,2025-05-13 00:00:00.000,6920
BW Property Total,2025-05-14 00:00:00.000,6703
BW Property Total,2025-05-15 00:00:00.000,7590
BW Property Total,2025-05-16 00:00:00.000,7699
BW Property Total,2025-05-17 00:00:00.000,9148
BW Property Total,2025-05-18 00:00:00.000,7395
BW Property Total,2025-05-19 00:00:00.000,7243
BW Property Total,2025-05-20 00:00:00.000,7080
BW Property Total,2025-05-21 00:00:00.000,6826
BW Property Total,2025-05-22 00:00:00.000,6958
BW Property Total,2025-05-23 00:00:00.000,7182
BW Property Total,2025-05-24 00:00:00.000,7058
BW Property Total,2025-05-25 00:00:00.000,5764
BW Property Total,2025-05-26 00:00:00.000,6689
BW Property Total,2025-05-27 00:00:00.000,6565
BW Property Total,2025-05-28 00:00:00.000,6853
BW Property Total,2025-05-29 00:00:00.000,6981
BW Property Total,2025-05-30 00:00:00.000,7726
BW Property Total,2025-05-31 00:00:00.000,7551
BW Property Total,2025-06-01 00:00:00.000,8691
BW Property Total,2025-06-02 00:00:00.000,7464
BW Property Total,2025-06-03 00:00:00.000,7045
BW Property Total,2025-06-04 00:00:00.000,6829
BW Property Total,2025-06-05 00:00:00.000,7438
BW Property Total,2025-06-06 00:00:00.000,9228
BW Property Total,2025-06-07 00:00:00.000,9182
BW Property Total,2025-06-08 00:00:00.000,9504
BW Property Total,2025-06-09 00:00:00.000,6302
BW Property Total,2025-06-10 00:00:00.000,6276
BW Property Total,2025-06-11 00:00:00.000,6012
BW Property Total,2025-06-12 00:00:00.000,6213
BW Property Total,2025-06-13 00:00:00.000,6976
BW Property Total,2025-06-14 00:00:00.000,8165
BW Property Total,2025-06-15 00:00:00.000,5279
BW Property Total,2025-06-16 00:00:00.000,6201
BW Property Total,2025-06-17 00:00:00.000,6861
BW Property Total,2025-06-18 00:00:00.000,6210
BW Property Total,2025-06-19 00:00:00.000,6346
BW Property Total,2025-06-20 00:00:00.000,7929
BW Property Total,2025-06-21 00:00:00.000,8449
BW Property Total,2025-06-22 00:00:00.000,19078
BW Property Total,2025-06-23 00:00:00.000,8278
GM Casino Total,2024-01-01 00:00:00.000,42995
GM Casino Total,2024-01-02 00:00:00.000,37119
GM Casino Total,2024-01-03 00:00:00.000,36891
GM Casino Total,2024-01-04 00:00:00.000,36465
GM Casino Total,2024-01-05 00:00:00.000,37726
GM Casino Total,2024-01-06 00:00:00.000,39236
GM Casino Total,2024-01-07 00:00:00.000,37737
GM Casino Total,2024-01-08 00:00:00.000,37722
GM Casino Total,2024-01-09 00:00:00.000,39117
GM Casino Total,2024-01-10 00:00:00.000,39990
GM Casino Total,2024-01-11 00:00:00.000,37994
GM Casino Total,2024-01-12 00:00:00.000,41148
GM Casino Total,2024-01-13 00:00:00.000,46541
GM Casino Total,2024-01-14 00:00:00.000,40909
GM Casino Total,2024-01-15 00:00:00.000,38356
GM Casino Total,2024-01-16 00:00:00.000,38857
GM Casino Total,2024-01-17 00:00:00.000,38598
GM Casino Total,2024-01-18 00:00:00.000,37287
